customer_id,first_name,last_name,country,customer_segment,total_bookings,total_booking_value,average_booking_value,total_payment_attempts,total_failed_payments,total_successful_payments,total_retries,total_events,average_journey_duration,maximum_journey_duration,average_friction_score,maximum_friction_score,total_anomalies,critical_journeys,high_risk_journeys,customer_payment_attempts,customer_successful_payments,customer_failed_payments,customer_payment_success_rate,customer_risk_score,customer_risk_level,behavior_profile
C004417,Mckenzie,Hoffman,United Arab Emirates,Standard,1,2663.61,2663.61,2,1,1,1,9,55.4,55.4,75.0,75.0,1,0,1,2,1,1,0.5,23.0,LOW,FRICTION_PRONE_CUSTOMER
C004419,Maria,Guzman,United Arab Emirates,Standard,1,3539.92,3539.92,1,0,1,0,7,103.65,103.65,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004420,David,Rose,Saudi Arabia,Standard,2,5874.51,2937.26,2,0,2,0,13,65.47,78.97,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004422,John,Ramirez,Other,Premium,2,6466.86,3233.43,4,2,2,2,20,86.68,96.83,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004423,Kelsey,Franklin,Pakistan,Standard,2,6731.77,3365.88,3,1,2,1,17,60.65,63.88,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C004424,Scott,Ware,United Kingdom,Standard,2,7037.12,3518.56,2,0,2,0,13,77.66,86.37,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004425,Joan,Heath,United Arab Emirates,Standard,1,3338.65,3338.65,1,0,1,0,6,80.37,80.37,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004426,Arthur,Jones,United Arab Emirates,Standard,2,7721.88,3860.94,5,3,2,3,23,83.08,94.97,50.0,65.0,2,0,1,5,2,3,0.4,44.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004427,Steven,Stafford,Saudi Arabia,Standard,3,7167.05,2389.02,4,1,3,1,23,69.28,99.77,25.0,75.0,1,0,1,4,3,1,0.75,23.0,LOW,FRICTION_PRONE_CUSTOMER
C004428,Kelli,Fisher,Saudi Arabia,Standard,1,1763.99,1763.99,1,0,1,0,7,50.87,50.87,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004429,Adriana,Avila,Saudi Arabia,Standard,1,2419.96,2419.96,1,0,1,0,7,76.43,76.43,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004430,Tina,Stewart,United States,Standard,1,2013.53,2013.53,1,0,1,0,6,66.68,66.68,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004431,Thomas,Flores,United Kingdom,Premium,1,3303.22,3303.22,1,0,1,0,7,98.78,98.78,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004432,Erin,Gonzalez,Pakistan,Standard,3,7391.74,2463.91,3,0,3,0,21,81.33,97.7,0.0,0.0,0,0,0,3,3,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004433,Larry,Lang,United Arab Emirates,Standard,1,614.71,614.71,2,1,1,1,10,106.63,106.63,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004434,Marcus,Jimenez,Other,Standard,5,15497.26,3099.45,7,2,5,2,40,78.12,106.2,22.0,45.0,1,0,0,7,5,2,0.71,21.0,LOW,FRICTION_PRONE_CUSTOMER
C004435,Crystal,Mooney,Saudi Arabia,Standard,2,4054.78,2027.39,2,0,2,0,13,80.14,82.97,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004436,Bobby,Fisher,Saudi Arabia,Standard,2,5196.57,2598.28,2,0,2,0,14,72.81,75.2,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004438,Abigail,Jackson,United States,Standard,2,3711.66,1855.83,4,2,2,2,20,72.85,86.73,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004440,Danielle,Reyes,Saudi Arabia,Standard,1,1322.32,1322.32,2,1,1,1,10,85.32,85.32,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004441,James,Ray,Other,Premium,3,9540.1,3180.03,3,0,3,0,20,63.94,85.47,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004444,Jeff,Chase,United Arab Emirates,Standard,2,7535.34,3767.67,2,0,2,0,14,45.0,54.3,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004445,Daniel,Travis,United Arab Emirates,Standard,2,1403.2,701.6,3,1,2,1,16,65.46,70.8,40.0,80.0,1,1,0,3,2,1,0.67,33.0,MEDIUM,NORMAL_CUSTOMER
C004446,Cynthia,Buck,Other,Standard,1,3662.33,3662.33,1,0,1,0,7,53.52,53.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004447,Mark,Mitchell,Saudi Arabia,Standard,2,4906.92,2453.46,3,1,2,1,17,81.9,96.17,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C004449,Joshua,Powell,United Arab Emirates,Standard,1,4901.3,4901.3,1,0,1,0,6,39.27,39.27,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004450,David,Huang,United Kingdom,Premium,2,7233.77,3616.88,3,1,2,1,17,75.43,77.95,15.0,30.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C004452,Albert,Williams,Pakistan,Premium,2,6177.25,3088.62,2,0,2,0,14,40.23,45.78,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004453,Bobby,Newman,United States,Standard,2,4521.76,2260.88,2,0,2,0,13,84.94,91.9,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004454,Kristen,Jones,United States,Standard,1,2526.96,2526.96,2,1,1,1,9,91.43,91.43,75.0,75.0,1,0,1,2,1,1,0.5,23.0,LOW,FRICTION_PRONE_CUSTOMER
C004456,Caitlyn,Lang,Saudi Arabia,Standard,3,5024.94,1674.98,3,0,3,0,21,67.4,70.8,0.0,0.0,0,0,0,3,3,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004457,Nathan,Cummings,United Kingdom,Standard,1,2554.19,2554.19,1,0,1,0,7,66.7,66.7,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004458,Christopher,Hill,Saudi Arabia,Standard,1,1138.96,1138.96,1,0,1,0,7,40.18,40.18,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004459,Eric,Molina,United Arab Emirates,Standard,3,9830.08,3276.69,4,1,3,1,24,67.12,84.67,10.0,30.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004460,Christopher,Ross,Pakistan,Standard,1,967.17,967.17,1,0,1,0,6,74.62,74.62,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004461,Christine,Hawkins,United Arab Emirates,Premium,2,5081.02,2540.51,4,2,2,2,19,59.04,69.92,50.0,100.0,3,1,0,4,2,2,0.5,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C004462,Sarah,Edwards,Pakistan,Standard,1,801.28,801.28,2,1,1,1,10,84.03,84.03,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004463,Wendy,Salazar,Other,Standard,2,5333.01,2666.5,2,0,2,0,14,68.48,79.78,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004466,Deanna,Gibson,United Arab Emirates,Standard,1,2608.32,2608.32,1,0,1,0,7,92.97,92.97,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004467,Jacqueline,Allison,Saudi Arabia,Standard,2,4345.33,2172.66,2,0,2,0,13,86.16,93.52,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004469,David,Martinez,Other,Standard,2,3245.94,1622.97,2,0,2,0,14,57.16,73.93,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004470,Jesse,Brooks,Other,Standard,2,5382.44,2691.22,2,0,2,0,13,59.8,68.82,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004471,Tina,Williamson,Other,Standard,2,5229.86,2614.93,4,2,2,2,19,73.4,94.82,50.0,100.0,3,1,0,4,2,2,0.5,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C004472,Kristina,Johnson,Other,Standard,2,5804.58,2902.29,2,0,2,0,13,27.4,32.22,20.0,40.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004473,Katherine,Williams,Saudi Arabia,Standard,1,4828.06,4828.06,1,0,1,0,7,74.93,74.93,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004474,Linda,Smith,United Arab Emirates,Standard,2,6026.51,3013.26,3,1,2,1,16,76.9,109.95,37.5,45.0,1,0,0,3,2,1,0.67,13.0,LOW,NORMAL_CUSTOMER
C004475,Samuel,Garcia,United Kingdom,Standard,3,4918.77,1639.59,5,2,3,2,26,82.6,84.83,33.33,100.0,3,1,0,5,3,2,0.6,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C004477,Hannah,Watts,United Arab Emirates,Standard,3,6784.02,2261.34,4,1,3,1,23,63.04,68.85,25.0,40.0,1,0,0,4,3,1,0.75,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004479,Dennis,Jackson,Pakistan,Standard,3,7288.48,2429.49,3,0,3,0,20,57.45,69.97,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004480,Rachel,Lee,Pakistan,Standard,3,9857.46,3285.82,3,0,3,0,20,51.64,53.53,13.33,40.0,1,0,0,3,3,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004482,Samuel,Wood,United Arab Emirates,Standard,2,5611.76,2805.88,4,2,2,2,19,64.5,69.87,57.5,80.0,1,1,0,4,2,2,0.5,41.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004483,Kenneth,Leach,Pakistan,Standard,3,12176.47,4058.82,3,0,3,0,21,50.12,56.52,0.0,0.0,0,0,0,3,3,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004484,Heidi,Mayo,Pakistan,Premium,1,1022.85,1022.85,1,0,1,0,6,55.52,55.52,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004485,James,Villa,Saudi Arabia,Standard,1,4474.71,4474.71,3,2,1,2,12,52.02,52.02,100.0,100.0,3,1,0,3,1,2,0.33,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C004486,Jacob,Parrish,United Kingdom,Standard,5,17929.72,3585.94,7,2,5,2,39,78.05,102.02,30.0,75.0,2,0,1,7,5,2,0.71,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004487,Michael,Green,Saudi Arabia,Premium,1,586.22,586.22,1,0,1,0,7,63.57,63.57,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004488,Jessica,Glover,United Arab Emirates,Standard,3,10998.72,3666.24,6,3,3,3,30,77.21,95.28,31.67,65.0,2,0,1,6,3,3,0.5,44.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004489,Joshua,Rodriguez,United States,Premium,1,1261.47,1261.47,1,0,1,0,7,62.35,62.35,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004491,Robin,Jones,Saudi Arabia,Standard,2,1547.06,773.53,2,0,2,0,14,45.39,56.35,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004492,Angela,Murphy,United Kingdom,Standard,4,6179.05,1544.76,5,1,4,1,31,61.58,74.65,7.5,30.0,0,0,0,5,4,1,0.8,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004493,Casey,Salazar,Pakistan,Standard,3,6384.52,2128.17,6,3,3,3,30,78.66,85.33,31.67,35.0,0,0,0,6,3,3,0.5,24.0,LOW,FRICTION_PRONE_CUSTOMER
C004494,Eric,Burnett,United States,Premium,5,14844.84,2968.97,7,2,5,2,39,65.56,93.32,29.0,40.0,2,0,0,7,5,2,0.71,26.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004495,Kenneth,Nelson,United Kingdom,Premium,4,9172.26,2293.06,4,0,4,0,28,60.97,88.25,0.0,0.0,0,0,0,4,4,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004496,Jose,Jackson,Pakistan,Standard,1,1733.09,1733.09,1,0,1,0,6,42.5,42.5,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004497,Michael,Taylor,United Arab Emirates,Premium,2,7688.09,3844.04,2,0,2,0,14,70.34,80.28,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004498,Aaron,Murray,Saudi Arabia,Standard,2,6506.33,3253.16,2,0,2,0,14,85.15,94.77,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004499,Dana,Martinez,Saudi Arabia,Premium,2,5762.87,2881.44,2,0,2,0,14,60.84,68.85,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004500,Nicholas,Atkins,United Arab Emirates,Premium,2,8249.51,4124.76,2,0,2,0,12,59.68,74.45,42.5,45.0,2,0,0,2,2,0,1.0,10.0,LOW,NORMAL_CUSTOMER
C004501,Jacob,Mullins,Pakistan,Standard,4,11395.75,2848.94,4,0,4,0,27,58.01,77.45,10.0,40.0,1,0,0,4,4,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004502,Andrew,Barron,Pakistan,Standard,3,9776.89,3258.96,3,0,3,0,21,63.96,84.42,0.0,0.0,0,0,0,3,3,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004504,Kimberly,Gutierrez,Saudi Arabia,Standard,1,1780.24,1780.24,1,0,1,0,7,51.77,51.77,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004506,Jennifer,Martinez,Saudi Arabia,Standard,1,2790.03,2790.03,1,0,1,0,6,33.73,33.73,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004507,Dominique,Rose,United Kingdom,Standard,1,523.86,523.86,3,2,1,2,12,51.65,51.65,100.0,100.0,3,1,0,3,1,2,0.33,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C004508,Amber,Lane,Saudi Arabia,Standard,2,5334.2,2667.1,3,1,2,1,16,71.32,72.02,40.0,80.0,1,1,0,3,2,1,0.67,33.0,MEDIUM,NORMAL_CUSTOMER
C004509,Paul,Stanley,Pakistan,Standard,1,1153.24,1153.24,2,1,1,1,10,89.95,89.95,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004511,Tyler,Morris,Saudi Arabia,Standard,2,4012.01,2006.0,4,2,2,2,19,65.72,87.27,50.0,100.0,3,1,0,4,2,2,0.5,51.0,HIGH,FRICTION_PRONE_CUSTOMER
C004512,Andrea,Simon,United Arab Emirates,Standard,1,2234.48,2234.48,2,1,1,1,10,70.45,70.45,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004513,Chloe,Perez,Saudi Arabia,Premium,1,3866.54,3866.54,1,0,1,0,7,62.92,62.92,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004515,Danielle,Phillips,Pakistan,Premium,2,5401.12,2700.56,2,0,2,0,14,50.8,55.73,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004516,Daniel,Miller,United Arab Emirates,Standard,1,3288.43,3288.43,2,1,1,1,10,69.27,69.27,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004517,Alexandra,Hansen,Pakistan,Standard,4,11008.53,2752.13,4,0,4,0,27,58.22,86.85,11.25,45.0,1,0,0,4,4,0,1.0,5.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004518,Carl,Salas,Other,Premium,3,7637.1,2545.7,4,1,3,1,23,59.08,65.32,23.33,40.0,1,0,0,4,3,1,0.75,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004519,Mary,Keller,Saudi Arabia,Standard,1,4126.49,4126.49,2,1,1,1,9,76.18,76.18,80.0,80.0,1,1,0,2,1,1,0.5,33.0,MEDIUM,NORMAL_CUSTOMER
C004521,Morgan,Harris,Other,Standard,1,3466.52,3466.52,1,0,1,0,7,30.22,30.22,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004522,James,Miller,Pakistan,Standard,1,1461.03,1461.03,2,1,1,1,10,55.58,55.58,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004523,Todd,Bonilla,Other,Premium,3,9461.79,3153.93,5,2,3,2,26,79.95,91.87,35.0,65.0,3,0,1,5,3,2,0.6,41.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004524,Corey,Brown,Pakistan,Standard,1,1594.23,1594.23,1,0,1,0,7,85.57,85.57,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004525,Ashley,Smith,United States,Standard,8,18755.27,2344.41,8,0,8,0,53,64.93,89.38,16.25,45.0,3,0,0,8,8,0,1.0,15.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004526,Mary,Robinson,United Arab Emirates,Standard,1,2815.37,2815.37,1,0,1,0,6,31.77,31.77,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004527,Diane,Cardenas,United Kingdom,Premium,1,4065.06,4065.06,1,0,1,0,7,57.88,57.88,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004528,Alicia,Lopez,Other,Premium,1,4084.83,4084.83,2,1,1,1,10,99.1,99.1,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004529,Jacqueline,Garcia,Pakistan,Standard,2,4347.56,2173.78,2,0,2,0,14,82.15,84.33,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004530,Jonathan,Clark,Saudi Arabia,VIP,3,4600.06,1533.35,5,2,3,2,26,62.81,67.73,35.0,65.0,3,0,1,5,3,2,0.6,41.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004531,Michael,Garza,Saudi Arabia,Premium,4,11162.34,2790.58,4,0,4,0,28,73.97,95.7,0.0,0.0,0,0,0,4,4,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004532,Catherine,Rose,Saudi Arabia,Premium,1,1082.58,1082.58,1,0,1,0,7,80.43,80.43,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004533,Chad,Garrison,Saudi Arabia,Standard,1,4364.18,4364.18,1,0,1,0,7,70.22,70.22,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004534,Sarah,Hodges,United Arab Emirates,Standard,1,579.29,579.29,1,0,1,0,7,72.52,72.52,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004535,Jason,Collins,Pakistan,Premium,3,7619.31,2539.77,4,1,3,1,23,68.31,73.2,25.0,40.0,1,0,0,4,3,1,0.75,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004536,Travis,Gibson,Pakistan,Standard,1,1024.28,1024.28,1,0,1,0,7,74.53,74.53,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004537,Pamela,Moore,United Arab Emirates,VIP,1,4351.18,4351.18,1,0,1,0,7,56.97,56.97,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004538,Christopher,Wagner,Pakistan,Standard,1,2530.98,2530.98,1,0,1,0,6,52.32,52.32,45.0,45.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004539,Laurie,Sloan,Saudi Arabia,Standard,3,9157.47,3052.49,4,1,3,1,22,75.44,95.67,36.67,70.0,2,0,1,4,3,1,0.75,28.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004540,Bruce,Robinson,Saudi Arabia,Premium,1,3416.13,3416.13,2,1,1,1,10,51.93,51.93,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004541,Angela,Cox,Saudi Arabia,VIP,1,2825.46,2825.46,1,0,1,0,7,41.27,41.27,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004542,Sharon,Hester,Pakistan,Standard,1,2279.27,2279.27,2,1,1,1,10,77.2,77.2,35.0,35.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004543,Robert,Parrish,Saudi Arabia,Standard,3,11337.88,3779.29,5,2,3,2,26,58.22,61.98,35.0,45.0,1,0,0,5,3,2,0.6,21.0,LOW,FRICTION_PRONE_CUSTOMER
C004544,Miguel,Palmer,Saudi Arabia,Premium,1,3899.25,3899.25,1,0,1,0,7,45.37,45.37,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004545,Jeanette,Deleon,United Arab Emirates,Premium,1,2008.37,2008.37,1,0,1,0,7,50.45,50.45,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004546,Madison,Lopez,United States,Standard,3,7425.45,2475.15,6,3,3,3,29,74.85,92.18,43.33,100.0,3,1,0,6,3,3,0.5,59.0,HIGH,FRICTION_PRONE_CUSTOMER
C004547,Joseph,Ramirez,Saudi Arabia,Standard,2,5857.38,2928.69,4,2,2,2,20,62.92,74.13,30.0,30.0,0,0,0,4,2,2,0.5,16.0,LOW,FRICTION_PRONE_CUSTOMER
C004548,Billy,Martin,Pakistan,Premium,1,639.41,639.41,2,1,1,1,9,95.5,95.5,80.0,80.0,1,1,0,2,1,1,0.5,33.0,MEDIUM,NORMAL_CUSTOMER
C004549,Chad,Parker,United Kingdom,Standard,4,10454.72,2613.68,5,1,4,1,30,61.1,81.73,20.0,45.0,1,0,0,5,4,1,0.8,13.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004550,Kevin,Kane,United States,VIP,1,2312.39,2312.39,1,0,1,0,7,83.25,83.25,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004551,Shirley,Wong,Other,Standard,2,4686.68,2343.34,2,0,2,0,13,81.81,85.83,22.5,45.0,1,0,0,2,2,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004552,Susan,Thomas,Saudi Arabia,Standard,4,7300.98,1825.24,7,3,4,3,36,88.54,113.1,35.0,65.0,3,0,1,7,4,3,0.57,49.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004553,Colton,Walter,Saudi Arabia,Standard,3,10260.3,3420.1,3,0,3,0,21,75.64,83.53,0.0,0.0,0,0,0,3,3,0,1.0,0.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004555,Amanda,Allen,United Arab Emirates,Premium,1,2805.29,2805.29,1,0,1,0,7,60.25,60.25,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004556,Jake,Shannon,Pakistan,VIP,5,17289.73,3457.95,8,3,5,3,42,63.4,94.35,34.0,100.0,4,1,0,8,5,3,0.62,64.0,HIGH,FRICTION_PRONE_CUSTOMER
C004557,Alicia,Lopez,United Kingdom,Standard,1,3496.33,3496.33,2,1,1,1,10,44.62,44.62,30.0,30.0,0,0,0,2,1,1,0.5,8.0,LOW,NORMAL_CUSTOMER
C004558,John,Johnson,United Kingdom,Premium,1,3163.88,3163.88,1,0,1,0,7,80.9,80.9,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004559,Colleen,Stanley,Other,Standard,2,3816.34,1908.17,4,2,2,2,20,76.98,91.78,32.5,65.0,2,0,1,4,2,2,0.5,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004560,Harold,Chavez,Other,Premium,1,4379.06,4379.06,1,0,1,0,7,82.83,82.83,0.0,0.0,0,0,0,1,1,0,1.0,0.0,LOW,NORMAL_CUSTOMER
C004564,Danielle,Reynolds,Saudi Arabia,Standard,3,6373.41,2124.47,4,1,3,1,23,71.87,80.42,23.33,70.0,1,0,1,4,3,1,0.75,23.0,LOW,FRICTION_PRONE_CUSTOMER
C004565,Michael,Hernandez,Saudi Arabia,VIP,1,3485.32,3485.32,1,0,1,0,6,35.52,35.52,40.0,40.0,1,0,0,1,1,0,1.0,5.0,LOW,NORMAL_CUSTOMER
C004566,Stephen,Shaw,Other,Standard,3,6425.65,2141.88,5,2,3,2,25,58.61,90.7,50.0,65.0,4,0,1,5,3,2,0.6,46.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004567,Elizabeth,Romero,Saudi Arabia,Standard,3,6986.15,2328.72,5,2,3,2,25,76.31,94.3,50.0,75.0,2,0,1,5,3,2,0.6,36.0,MEDIUM,FRICTION_PRONE_CUSTOMER
C004568,Nicole,Brown,Saudi Arabia,Standard,3,4060.83,1353.61,4,1,3,1,24,68.5,106.23,10.0,30.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004569,Garrett,Nelson,Saudi Arabia,Standard,1,1774.64,1774.64,2,1,1,1,9,63.3,63.3,70.0,70.0,1,0,1,2,1,1,0.5,23.0,LOW,FRICTION_PRONE_CUSTOMER
C004570,Henry,Davis,Other,Standard,3,8192.57,2730.86,4,1,3,1,24,74.71,81.3,10.0,30.0,0,0,0,4,3,1,0.75,8.0,LOW,LOYAL_LOW_FRICTION_CUSTOMER
C004571,Richard,Wong,Pakistan,Standard,1,2657.59,2657.59,2,1,1,1,9,76.48,76.48,70.0,70.0,1,0,1,2,1,1,0.5,23.0,LOW,FRICTION_PRONE_CUSTOMER
C004572,Matthew,Dennis,United Kingdom,Standard,3,7830.08,2610.03,5,2,3,2,26,76.61,107.15,36.67,45.0,1,0,0,5,3,2,0.6,21.0,LOW,FRICTION_PRONE_CUSTOMER
C004573,Eric,Henderson,Saudi Arabia,VIP,2,6161.13,3080.56,3,1,2,1,17,70.72,81.7,17.5,35.0,0,0,0,3,2,1,0.67,8.0,LOW,NORMAL_CUSTOMER
C004574,Yesenia,Carter,United States,Standard,2,5024.83,2512.42,2,0,2,0,14,53.51,65.6,0.0,0.0,0,0,0,2,2,0,1.0,0.0,LOW,NORMAL_CUSTOMER
